monthly_rent,billing_day,months_in_property,total_previous_payments,previous_late_payments,previous_unpaid_payments,previous_on_time_payments,average_delay_days,last_payment_delay_days,open_issues_count,high_priority_issues_count,contract_uploaded,is_late
3925,27,43,42,7,3,32,8.11,5,3,0,0,1
5802,11,18,17,0,1,16,1.1,0,2,2,1,0
3759,27,23,22,2,1,19,1.53,13,1,0,0,1
4536,19,16,15,2,1,12,3.03,3,2,0,0,1
4664,8,40,39,1,3,35,1.83,6,5,3,1,1
3228,22,17,16,2,0,14,4.37,2,3,3,1,0
3164,25,37,36,3,0,33,6.45,15,1,1,1,0
4473,23,22,21,2,3,16,4.68,5,0,0,1,0
3786,24,16,15,2,3,10,8.44,13,4,1,0,1
5524,21,6,5,1,0,4,10.68,3,3,3,1,1
5724,9,43,42,4,3,35,7.63,18,0,0,1,1
3565,10,1,0,0,0,0,0.3,0,1,1,1,0
3169,28,11,10,6,1,3,2.51,1,5,2,0,1
4371,18,39,38,1,3,34,5.32,18,0,0,0,1
3524,8,34,33,2,1,30,11.6,20,4,3,1,1
6601,1,25,24,0,0,24,0.16,0,0,0,1,0
4099,15,40,39,4,0,35,3.98,9,0,0,1,0
5116,6,34,33,2,3,28,9.64,14,0,0,1,1
4689,27,22,21,1,2,18,11.56,9,3,3,1,1
5768,21,35,34,1,3,30,3.69,8,1,1,1,0
6167,14,28,27,1,2,24,9.32,20,3,0,0,1
4973,6,20,19,6,1,12,8.73,17,4,0,0,1
3224,7,40,39,4,3,32,10.69,14,2,0,1,1
5452,5,36,35,2,0,33,4.02,9,5,1,1,1
3542,9,35,34,0,0,34,0.21,0,2,0,0,0
4915,13,47,46,3,1,42,9.18,14,0,0,1,1
3109,25,23,22,6,3,13,7.26,7,5,0,1,1
4398,18,9,8,4,3,1,1.17,7,4,2,1,1
4041,8,45,44,3,1,40,8.28,15,4,2,0,1
3253,16,42,41,6,1,34,9.74,1,4,0,1,1
5420,22,8,7,5,2,0,1.98,0,4,0,1,1
3926,24,22,21,6,3,12,11.67,0,2,0,0,1
6918,28,30,29,0,1,28,0.77,0,5,1,1,0
3366,21,38,37,4,3,30,6.21,9,4,2,0,1
4235,22,8,7,7,0,0,6.82,1,2,2,1,1
4668,9,46,45,6,3,36,10.04,14,5,3,0,1
5892,22,9,8,4,0,4,2.84,19,2,2,0,1
3689,26,9,8,3,3,2,6.93,1,4,0,1,1
3396,21,21,20,3,0,17,4.93,4,4,3,1,1
3223,18,21,20,4,1,15,1.06,1,0,0,1,0
4332,1,19,18,5,0,13,8.61,1,1,0,1,1
5112,9,45,44,1,1,42,6.5,3,0,0,1,1
6903,5,42,41,5,3,33,8.51,6,4,2,0,1
6763,12,20,19,6,2,11,5.54,10,4,2,1,1
3426,25,35,34,3,3,28,11.09,18,0,0,1,1
5875,10,10,9,1,3,5,6.6,6,0,0,1,1
4980,6,45,44,1,1,42,7.35,11,5,0,1,1
6570,16,3,2,1,0,1,6.82,9,3,2,1,1
3800,22,6,5,5,0,0,3.27,4,4,0,1,1
5786,14,28,27,0,0,27,1.12,1,0,0,1,1
6945,17,32,31,5,2,24,1.78,12,2,2,0,1
3245,12,23,22,1,1,20,11.0,18,3,0,1,1
4765,2,46,45,7,3,35,11.31,1,3,1,1,1
3671,21,11,10,5,0,5,6.01,17,3,0,1,1
5949,6,43,42,7,2,33,1.44,15,2,0,1,1
3016,19,9,8,3,3,2,1.33,13,3,0,1,1
5267,20,7,6,0,1,5,0.52,1,1,0,0,0
4336,25,46,45,7,1,37,10.39,14,5,1,1,1
4488,18,29,28,4,2,22,1.52,1,0,0,1,0
4462,24,47,46,3,3,40,8.04,2,4,2,1,0
3069,10,3,2,1,0,1,2.96,1,3,2,1,0
5953,27,40,39,4,2,33,11.48,12,3,3,1,1
4324,3,7,6,4,1,1,8.41,6,1,0,0,1
3581,6,13,12,6,0,6,6.9,1,4,3,1,0
5900,23,47,46,1,3,42,7.39,13,2,2,1,1
3239,15,21,20,1,0,19,9.72,20,4,2,1,0
3448,4,17,16,6,2,8,2.72,3,5,0,1,1
5842,17,45,44,5,3,36,5.86,5,5,2,1,1
5199,10,2,1,1,0,0,5.31,15,5,0,1,1
5784,8,34,33,6,0,27,2.87,7,4,0,1,1
3029,15,11,10,6,2,2,1.97,3,5,1,0,1
5141,15,39,38,6,0,32,3.83,10,0,0,1,0
5448,10,16,15,2,0,13,10.66,12,2,2,1,0
6128,14,19,18,1,1,16,2.43,8,2,1,0,0
5943,26,42,41,3,1,37,10.55,5,4,3,1,0
4393,28,2,1,1,0,0,4.24,19,3,0,0,1
6462,17,4,3,0,1,2,0.31,0,0,0,1,0
4700,6,2,1,0,1,0,1.05,1,4,0,1,0
6383,19,2,1,0,1,0,0.61,0,4,1,1,1
4176,14,21,20,0,2,18,0.33,0,2,0,1,0
5339,21,40,39,0,3,36,0.65,0,4,0,0,0
4678,6,29,28,1,2,25,4.55,0,4,2,1,0
3520,16,34,33,6,1,26,11.76,17,2,2,1,1
4106,16,4,3,1,0,2,4.94,10,5,2,1,1
6004,10,14,13,5,1,7,11.7,6,5,0,1,1
5867,5,48,47,1,0,46,8.41,19,4,0,0,1
3839,12,7,6,3,1,2,7.69,2,5,0,0,1
4749,19,27,26,3,0,23,8.49,6,5,0,1,0
3337,20,25,24,1,3,20,7.58,2,3,3,1,1
5128,22,36,35,7,2,26,2.66,19,0,0,1,1
5547,18,12,11,7,1,3,5.24,2,2,2,1,1
6798,16,36,35,7,1,27,10.92,12,2,2,0,1
6606,28,32,31,5,0,26,10.99,3,4,2,0,1
3800,17,33,32,0,1,31,0.4,0,0,0,1,0
4822,27,48,47,3,2,42,6.02,20,1,1,1,1
6230,15,21,20,1,1,18,8.12,9,4,0,0,0
6571,13,28,27,6,1,20,4.03,6,1,0,1,1
6679,4,26,25,7,3,15,10.86,11,5,0,0,1
4626,28,22,21,5,3,13,6.25,17,5,3,1,1
6141,23,32,31,2,1,28,8.54,15,1,0,1,0
3614,10,48,47,6,0,41,8.82,0,2,0,1,1
5324,22,2,1,0,0,1,0.81,0,0,0,1,0
4422,14,5,4,1,0,3,11.72,0,4,0,1,0
3404,26,14,13,3,1,9,2.3,18,3,0,1,1
3527,12,2,1,0,0,1,1.41,0,5,2,1,0
3077,7,12,11,7,1,3,11.22,5,1,0,1,1
3198,14,29,28,2,3,23,6.89,0,3,2,1,1
5206,9,8,7,0,2,5,0.31,0,2,0,1,0
4784,6,35,34,3,3,28,4.78,18,0,0,0,1
4554,11,46,45,6,0,39,5.42,1,0,0,1,1
6979,12,30,29,3,1,25,7.14,4,3,3,1,1
5109,14,19,18,1,0,17,10.81,9,2,1,1,1
3464,6,26,25,0,3,22,0.2,0,2,0,0,0
3245,24,34,33,0,0,33,0.49,1,5,3,0,0
6197,23,19,18,7,0,11,1.06,11,2,0,1,1
5517,23,5,4,4,0,0,9.08,3,5,1,0,1
5696,11,34,33,6,3,24,9.73,13,3,1,1,1
5072,19,30,29,2,3,24,4.42,19,2,2,0,0
6057,5,11,10,7,1,2,10.3,19,4,2,1,1
5115,17,15,14,3,2,9,8.64,3,0,0,1,1
3655,16,6,5,5,0,0,1.61,13,3,1,0,0
6294,2,25,24,6,0,18,3.01,9,3,1,1,1
3503,10,46,45,7,3,35,6.09,1,2,0,1,1
4010,24,45,44,1,0,43,2.88,13,5,0,0,1
4534,7,22,21,1,3,17,7.2,7,0,0,1,0
4529,13,41,40,3,3,34,8.95,6,0,0,1,1
4510,27,23,22,6,0,16,1.42,3,1,0,0,0
5331,11,47,46,2,0,44,2.4,9,3,3,1,1
4561,24,41,40,5,0,35,5.94,9,0,0,1,0
6073,5,26,25,3,0,22,5.93,6,5,3,1,1
5184,22,6,5,0,0,5,0.21,0,5,2,0,1
3824,16,42,41,2,0,39,5.79,1,5,3,1,0
6178,15,10,9,3,1,5,2.25,14,5,1,0,1
5455,14,41,40,5,0,35,8.43,19,2,0,0,1
5787,24,26,25,4,0,21,6.27,13,5,0,1,0
3415,14,45,44,6,2,36,4.94,17,2,0,1,1
6225,12,7,6,3,0,3,3.99,13,1,0,0,1
4288,26,19,18,6,2,10,4.27,7,2,0,1,1
5810,1,5,4,1,3,0,10.51,12,0,0,0,1
6037,25,12,11,2,3,6,7.43,5,2,1,1,1
4441,6,40,39,6,3,30,8.05,13,5,3,1,1
5446,4,42,41,4,3,34,5.16,16,1,1,0,1
4033,9,38,37,7,1,29,11.72,20,4,1,1,0
6544,21,26,25,4,3,18,8.6,16,4,2,1,1
4328,3,11,10,3,2,5,8.3,15,0,0,1,1
3288,28,36,35,4,2,29,7.54,6,0,0,0,1
3572,12,5,4,2,1,1,5.86,0,0,0,0,1
6640,7,25,24,4,0,20,7.11,2,1,1,1,1
4527,2,12,11,7,1,3,2.29,19,1,0,1,1
3579,21,44,43,0,2,41,0.1,0,0,0,1,0
4458,7,36,35,2,1,32,9.03,3,4,2,1,1
3403,4,36,35,0,0,35,0.49,1,3,1,0,0
6904,27,43,42,3,0,39,3.59,9,4,3,1,0
4175,10,40,39,2,2,35,3.57,0,4,0,1,1
5402,4,13,12,2,0,10,5.57,2,4,2,1,1
3101,9,2,1,0,1,0,1.27,0,4,3,1,1
5471,10,42,41,7,1,33,7.62,0,0,0,1,1
3811,18,2,1,0,0,1,1.35,0,5,0,1,1
3135,14,7,6,2,0,4,2.87,16,4,3,0,1
4235,12,38,37,1,0,36,8.92,15,3,2,1,1
4545,15,48,47,2,3,42,4.91,12,0,0,1,1
3463,27,1,0,0,0,0,1.27,0,2,0,1,0
5004,4,37,36,6,3,27,4.51,18,3,1,1,1
5161,4,27,26,4,1,21,1.54,9,4,1,1,0
5431,1,17,16,7,0,9,6.14,11,1,1,1,1
3227,23,48,47,2,2,43,6.25,1,1,0,1,1
3964,2,25,24,6,1,17,8.19,5,0,0,1,0
5872,10,31,30,3,2,25,5.35,16,2,0,1,1
5977,5,21,20,3,0,17,1.87,13,4,1,1,0
6922,3,28,27,3,0,24,6.14,12,5,2,1,1
3287,4,1,0,0,0,0,0.26,0,2,0,1,0
4441,19,1,0,0,0,0,0.38,0,1,1,1,1
4514,18,20,19,2,3,14,3.03,10,1,0,1,0
5894,9,27,26,4,2,20,10.93,0,5,3,1,1
5607,11,45,44,1,1,42,7.0,20,4,1,1,1
3614,27,23,22,7,1,14,9.86,20,3,0,1,1
5628,8,48,47,1,2,44,2.63,0,3,2,1,0
4764,16,45,44,6,0,38,2.52,17,4,0,1,1
4335,6,38,37,5,1,31,9.86,9,5,2,0,1
3140,12,6,5,0,3,2,0.42,0,1,0,1,0
5498,17,35,34,0,3,31,1.29,0,3,2,0,1
6159,18,45,44,1,1,42,1.64,2,4,3,1,1
3553,28,38,37,7,1,29,5.54,17,1,0,1,1
4691,5,40,39,6,2,31,1.31,17,5,1,0,1
3746,9,33,32,3,2,27,3.59,8,0,0,1,0
5161,6,40,39,6,0,33,6.52,8,3,1,1,1
3698,2,48,47,0,3,44,1.34,0,4,2,1,1
3313,3,1,0,0,0,0,1.47,1,4,1,0,1
5216,10,45,44,6,1,37,7.89,3,5,0,1,1
5578,20,40,39,5,0,34,8.73,14,2,2,1,1
3808,7,33,32,6,1,25,6.08,9,0,0,1,1
6750,3,8,7,4,2,1,9.72,12,3,0,1,1
6762,4,20,19,1,3,15,9.36,2,0,0,0,0
6901,22,7,6,1,1,4,9.63,13,3,2,1,1
4164,8,10,9,2,2,5,6.3,5,0,0,1,0
5195,7,12,11,6,2,3,4.8,6,3,3,1,1
3912,14,37,36,5,3,28,11.05,6,4,3,1,1
5768,9,2,1,1,0,0,4.91,7,5,2,1,0
6896,3,24,23,6,1,16,5.18,9,5,3,1,1
3341,4,45,44,3,2,39,4.01,3,1,0,1,1
3128,8,38,37,2,2,33,7.46,20,0,0,1,1
6510,2,31,30,5,0,25,3.13,17,4,0,1,1
4457,15,28,27,3,1,23,4.69,16,2,2,0,1
4872,5,36,35,2,2,31,3.38,17,1,1,0,0
6886,1,32,31,0,0,31,0.24,0,1,1,1,0
5149,16,35,34,6,3,25,1.98,4,3,0,1,1
4786,13,26,25,6,2,17,6.31,2,2,2,1,1
3277,1,20,19,2,3,14,4.75,13,2,2,1,0
6449,22,20,19,3,0,16,2.74,2,2,2,1,0
6885,15,24,23,0,0,23,1.32,0,2,1,1,0
3691,17,1,0,0,0,0,0.05,0,5,1,1,0
5459,13,1,0,0,0,0,0.31,0,0,0,0,1
5292,16,27,26,0,3,23,1.08,0,2,0,0,1
5414,13,32,31,3,1,27,6.53,8,1,0,1,1
4708,8,5,4,1,0,3,1.49,1,2,0,0,0
3372,26,19,18,1,2,15,10.98,14,4,0,1,1
4728,19,37,36,5,0,31,5.06,19,5,0,1,1
5166,1,13,12,3,2,7,9.66,14,1,1,1,1
4918,7,24,23,3,1,19,3.71,13,3,0,0,1
4705,22,41,40,4,3,33,7.31,8,1,1,1,1
3090,18,13,12,4,1,7,1.61,9,2,2,1,0
5460,26,7,6,5,1,0,7.41,8,5,3,1,1
6243,27,44,43,3,1,39,6.26,13,2,0,1,0
6091,22,3,2,1,0,1,6.14,18,5,0,1,1
5225,2,8,7,2,0,5,9.73,20,0,0,1,0
3160,2,2,1,1,0,0,10.17,16,1,0,1,1
5605,23,34,33,7,3,23,3.93,11,2,0,1,1
4164,12,36,35,2,0,33,9.25,19,1,1,1,1
5798,26,6,5,1,0,4,6.58,7,5,2,1,1
5438,3,26,25,4,3,18,11.27,13,0,0,1,1
3409,19,23,22,7,3,12,8.84,8,0,0,1,1
6278,17,16,15,1,2,12,11.89,7,4,1,0,1
3461,24,10,9,0,1,8,0.39,1,1,0,1,0
5750,9,41,40,2,2,36,10.59,19,2,2,1,1
5228,28,18,17,4,3,10,3.42,5,3,1,1,1
3654,17,14,13,0,2,11,0.69,0,4,3,0,1
3999,18,35,34,0,2,32,1.17,0,1,0,0,0
5538,18,23,22,3,3,16,2.35,12,2,2,1,1
3524,9,31,30,7,3,20,7.13,8,4,2,1,1
4004,2,6,5,3,0,2,4.03,0,2,1,1,0
4873,18,11,10,3,0,7,2.03,1,1,0,1,0
5255,23,32,31,1,1,29,7.51,7,0,0,1,0
4943,17,48,47,3,0,44,11.26,1,3,0,1,0
5957,12,4,3,1,2,0,7.84,9,4,2,1,1
3055,8,5,4,2,0,2,9.3,15,1,0,1,1
4225,19,1,0,0,0,0,0.15,0,1,0,0,0
6212,6,39,38,1,0,37,2.44,7,3,1,1,0
4217,21,35,34,1,0,33,5.19,5,3,2,1,1
5214,2,28,27,2,1,24,2.41,5,2,1,0,1
4302,2,44,43,5,1,37,3.67,1,5,2,1,0
3902,21,22,21,6,3,12,11.44,10,3,3,0,1
3948,19,17,16,3,1,12,11.33,3,0,0,1,0
4001,27,42,41,3,3,35,1.5,16,0,0,1,1
4671,5,42,41,2,1,38,5.57,19,1,1,0,1
6215,6,28,27,7,1,19,4.11,13,3,1,1,1
4735,7,17,16,7,3,6,5.6,7,3,1,1,1
3313,8,4,3,3,0,0,10.71,8,4,1,0,1
6963,20,22,21,3,3,15,6.79,11,1,0,1,1
6962,21,32,31,3,1,27,4.98,12,1,1,1,1
5079,18,19,18,1,0,17,1.82,6,5,1,1,0
3057,22,12,11,2,0,9,11.7,19,0,0,1,1
4616,3,14,13,6,3,4,8.64,18,1,0,0,1
4344,11,10,9,1,3,5,4.52,14,3,0,1,1
3527,22,9,8,1,0,7,8.47,5,5,3,1,0
5361,28,37,36,6,0,30,2.61,6,0,0,1,0
6438,12,14,13,7,3,3,11.87,9,2,2,1,1
6789,26,20,19,4,3,12,5.37,6,0,0,1,1
3169,12,23,22,0,2,20,0.97,0,1,0,1,1
4858,17,15,14,4,2,8,6.87,16,0,0,1,1
5884,20,36,35,6,1,28,5.02,4,2,1,0,1
6077,26,11,10,6,0,4,4.99,7,0,0,1,1
4405,3,33,32,6,0,26,4.12,20,3,2,1,1
3254,28,24,23,6,2,15,5.54,20,1,1,1,1
4350,18,17,16,5,3,8,1.25,15,0,0,0,0
5119,14,12,11,5,2,4,11.06,5,0,0,1,1
5164,27,42,41,5,1,35,1.78,13,1,0,0,1
4531,28,27,26,7,0,19,9.25,19,2,1,0,1
4812,4,1,0,0,0,0,1.46,1,5,2,0,0
5259,3,3,2,2,0,0,7.8,3,1,0,0,0
6927,7,31,30,1,3,26,7.64,20,0,0,1,1
6181,4,32,31,1,0,30,2.62,13,3,0,1,0
3994,7,12,11,1,0,10,8.08,7,1,1,1,0
6096,12,18,17,1,2,14,7.8,7,0,0,1,1
3611,23,44,43,2,0,41,7.97,0,0,0,1,0
5234,8,10,9,1,3,5,1.3,16,5,2,0,1
3547,4,45,44,4,1,39,6.6,3,1,0,0,1
5777,1,13,12,5,1,6,9.31,17,0,0,0,1
5564,4,18,17,7,2,8,2.97,6,0,0,1,1
6342,2,1,0,0,0,0,0.25,0,0,0,1,0
3541,8,39,38,3,0,35,7.93,5,3,2,1,1
3709,15,28,27,0,1,26,0.93,1,0,0,1,0
4051,2,42,41,5,1,35,8.64,17,0,0,1,0
6561,26,7,6,3,0,3,11.96,8,1,1,1,1
3662,26,7,6,0,1,5,1.34,0,3,2,0,0
3504,22,15,14,7,3,4,6.51,1,4,1,1,1
4094,16,40,39,6,3,30,9.88,15,5,3,0,1
3484,23,13,12,4,1,7,2.9,7,2,0,1,0
6657,17,8,7,4,3,0,1.67,20,0,0,1,1
5968,1,45,44,2,2,40,1.85,1,4,3,1,0
6052,18,48,47,5,2,40,11.12,11,4,2,1,1
4628,28,35,34,5,2,27,10.82,20,0,0,1,1
6214,17,7,6,0,0,6,0.92,0,0,0,1,0
4836,2,44,43,1,0,42,7.33,10,3,0,1,1
3373,11,1,0,0,0,0,0.0,1,3,3,1,0
4715,16,45,44,1,3,40,3.53,17,1,1,1,0
6469,13,41,40,0,2,38,1.05,0,1,0,1,0
5069,9,32,31,3,0,28,6.71,1,5,1,1,0
3265,1,34,33,3,0,30,10.38,18,0,0,0,1
5751,11,48,47,6,2,39,2.56,9,3,1,0,1
4152,12,40,39,7,2,30,10.2,1,1,1,1,1
3516,4,34,33,7,3,23,5.07,9,3,0,1,1
6372,14,5,4,2,1,1,8.15,9,2,0,0,1
5513,17,23,22,3,1,18,4.5,8,0,0,0,1
4998,2,35,34,3,3,28,6.39,20,0,0,0,1
3855,16,47,46,1,1,44,6.9,1,2,2,1,1
3272,26,30,29,7,2,20,6.85,18,0,0,1,1
3059,1,4,3,3,0,0,2.29,2,3,1,0,0
4867,26,32,31,2,3,26,8.74,8,1,1,0,1
6013,16,11,10,7,1,2,4.66,15,5,1,1,1
6554,13,34,33,5,0,28,7.31,5,3,2,1,1
5174,4,23,22,2,3,17,1.59,16,0,0,0,0
3565,10,38,37,6,3,28,4.52,5,4,3,1,0
5525,26,17,16,7,1,8,10.6,14,3,1,1,1
3903,23,32,31,3,3,25,1.39,13,3,0,1,1
5909,28,9,8,4,3,1,6.87,16,5,3,0,1
6727,7,29,28,1,2,25,5.32,7,1,1,0,1
6038,16,22,21,1,3,17,9.3,2,2,1,1,0
6619,2,18,17,4,1,12,1.17,4,4,1,1,1
4411,15,4,3,2,0,1,10.64,14,3,3,1,1
3984,24,46,45,3,2,40,5.3,3,3,1,1,0
3294,27,38,37,3,0,34,6.53,20,1,1,0,1
4819,3,7,6,1,2,3,5.51,7,5,1,1,1
4950,19,37,36,3,2,31,9.15,17,3,0,1,1
4907,15,27,26,4,1,21,3.95,7,1,1,1,0
5977,21,9,8,5,2,1,10.55,14,3,3,1,1
5902,26,37,36,0,0,36,1.43,0,4,3,1,0
3289,6,3,2,0,1,1,0.3,1,2,1,0,0
6860,10,15,14,2,1,11,10.57,1,2,2,1,1
5477,22,19,18,1,2,15,10.97,13,2,0,1,1
3719,15,31,30,4,2,24,2.28,4,4,1,0,1
4723,7,39,38,5,3,30,6.6,0,4,0,1,1
4073,27,48,47,4,2,41,6.0,12,1,0,0,0
4882,19,7,6,4,0,2,8.24,1,4,1,1,1
4275,23,44,43,3,0,40,1.2,20,2,1,1,1
4829,17,19,18,0,3,15,0.17,1,1,0,1,0
6080,1,41,40,1,2,37,5.97,13,3,0,1,1
6789,17,2,1,0,1,0,1.15,0,1,0,1,0
4332,18,8,7,6,0,1,1.26,5,2,2,1,1
4327,13,36,35,0,1,34,1.34,1,1,1,0,1
6492,17,33,32,4,2,26,11.26,2,1,0,0,1
6807,26,27,26,1,0,25,10.89,16,1,1,1,0
5294,12,36,35,2,0,33,10.43,8,3,1,0,1
4447,15,30,29,3,1,25,9.97,7,2,0,0,1
5691,10,42,41,6,2,33,1.83,3,4,0,1,1
5902,22,6,5,2,2,1,3.09,7,1,0,1,1
6392,18,25,24,2,0,22,5.69,3,0,0,1,0
6359,2,25,24,6,3,15,10.72,0,2,1,1,1
4990,22,48,47,5,0,42,8.94,1,3,0,1,0
4208,23,7,6,2,1,3,8.52,0,0,0,1,1
4968,14,48,47,6,1,40,6.05,3,0,0,1,1
4129,8,33,32,1,0,31,9.73,14,2,0,1,1
4300,24,41,40,0,3,37,1.28,0,3,3,1,1
3760,4,40,39,0,2,37,1.18,0,4,3,1,0
6139,2,40,39,5,2,32,2.2,3,2,2,1,0
5945,4,3,2,1,0,1,8.64,20,1,1,1,1
3046,15,30,29,4,2,23,3.88,7,2,2,1,1
6219,8,31,30,7,2,21,10.71,2,5,1,1,1
3804,20,38,37,1,3,33,6.2,2,1,1,0,1
5666,5,44,43,2,2,39,3.38,10,0,0,1,1
6641,25,16,15,2,1,12,8.18,13,5,3,1,1
3786,22,37,36,4,3,29,9.74,11,3,3,0,1
6375,17,6,5,5,0,0,1.44,10,5,1,0,1
3462,16,38,37,3,0,34,10.01,14,3,3,1,1
5054,22,6,5,2,2,1,7.36,19,5,2,1,1
4359,10,3,2,2,0,0,4.03,19,4,3,1,0
5831,4,37,36,3,2,31,5.79,18,5,1,1,1
5846,25,38,37,0,3,34,0.46,0,3,1,0,0
4888,9,44,43,4,3,36,7.9,12,0,0,1,1
5257,8,7,6,0,3,3,0.17,1,3,2,1,1
3764,1,2,1,1,0,0,7.94,0,1,1,1,0
3513,1,41,40,2,0,38,6.42,12,2,0,1,0
6291,10,11,10,6,0,4,6.35,7,3,2,1,1
6031,8,13,12,7,3,2,10.97,5,5,3,1,0
5787,2,38,37,6,1,30,3.14,16,0,0,0,1
5859,1,41,40,4,0,36,10.32,19,1,0,1,0
6385,16,40,39,7,2,30,8.52,15,0,0,0,1
6119,25,26,25,1,1,23,5.04,19,1,0,1,1
6302,23,40,39,6,2,31,4.71,0,5,3,1,1
6327,17,3,2,2,0,0,5.18,13,2,1,0,1
3115,11,21,20,2,3,15,5.56,14,4,3,1,1
6031,8,25,24,6,0,18,9.42,0,0,0,1,1
4428,12,11,10,3,1,6,6.52,1,1,0,1,0
6425,10,16,15,2,0,13,10.81,19,4,0,1,0
6138,6,3,2,0,0,2,0.45,1,1,1,1,0
3378,7,48,47,2,1,44,8.65,6,0,0,1,0
3624,17,24,23,3,2,18,10.9,19,0,0,1,1
5657,9,32,31,6,0,25,7.01,16,4,3,1,1
5874,23,28,27,1,3,23,6.16,13,1,1,1,1
4448,1,43,42,1,3,38,10.61,2,2,1,1,1
4668,7,13,12,1,3,8,11.38,5,5,1,1,1
3834,11,16,15,2,0,13,7.5,8,2,1,1,0
4349,19,18,17,7,1,9,1.45,20,2,1,1,1
6975,24,45,44,5,1,38,5.83,6,5,0,1,0
3153,28,3,2,0,2,0,1.13,0,3,2,0,1
3635,7,1,0,0,0,0,1.23,0,4,2,1,1
3371,27,10,9,1,3,5,5.07,19,2,0,1,1
4279,13,30,29,4,3,22,5.06,14,2,1,1,1
6332,24,11,10,4,2,4,3.55,19,2,2,1,1
3239,23,4,3,0,0,3,0.35,0,1,0,1,0
5201,12,39,38,5,0,33,4.06,10,0,0,0,1
3533,26,41,40,6,1,33,1.94,6,2,2,1,1
3401,5,39,38,3,2,33,9.76,17,4,1,1,1
6880,18,25,24,5,2,17,8.65,20,4,2,1,1
5317,20,14,13,1,1,11,11.52,1,1,1,1,1
6177,18,35,34,2,0,32,6.23,16,5,1,1,1
6369,11,10,9,7,0,2,7.72,5,5,3,1,1
4496,12,6,5,1,1,3,9.86,7,4,2,1,1
3183,21,16,15,6,0,9,4.31,10,1,0,1,1
3960,5,37,36,0,1,35,0.24,0,2,2,1,0
3893,28,27,26,6,3,17,1.99,14,3,3,1,1
6690,2,9,8,3,2,3,3.72,12,2,2,0,1
6855,25,32,31,5,3,23,6.2,19,1,0,1,1
4569,3,39,38,0,2,36,0.84,0,1,0,1,0
4704,27,30,29,4,1,24,5.23,7,0,0,1,0
3390,28,28,27,2,0,25,6.53,1,2,1,1,1
6952,26,36,35,6,0,29,3.67,0,3,1,0,1
6370,21,20,19,7,3,9,3.46,8,5,1,1,1
4186,1,9,8,3,0,5,3.58,12,3,3,1,1
5448,15,41,40,1,0,39,9.54,9,4,0,1,1
5748,27,44,43,0,0,43,0.22,0,5,1,1,0
6921,16,20,19,1,3,15,2.45,8,1,1,1,1
4122,3,26,25,1,3,21,8.43,18,5,0,1,1
3060,26,35,34,4,2,28,1.72,2,5,2,1,1
3777,28,32,31,5,1,25,11.87,1,3,3,1,1
6888,5,34,33,0,1,32,0.83,0,5,0,0,0
4350,17,36,35,6,3,26,3.77,2,1,1,1,0
4426,15,37,36,4,3,29,7.45,12,3,1,1,1
3234,12,48,47,7,3,37,1.86,3,2,1,1,1
3780,23,8,7,7,0,0,8.31,5,4,3,1,1
6707,28,23,22,1,3,18,2.45,18,3,0,1,1
3912,16,32,31,4,0,27,9.54,2,1,0,1,0
6095,21,37,36,5,3,28,6.95,11,4,1,1,1
3559,9,8,7,4,3,0,10.92,9,1,1,1,1
4914,11,16,15,1,3,11,7.33,6,1,0,0,0
3107,6,4,3,0,2,1,0.07,1,3,0,0,1
5830,13,44,43,2,3,38,11.46,0,3,2,0,1
4254,13,47,46,7,0,39,11.81,7,3,1,1,1
5044,24,29,28,1,0,27,5.22,10,5,3,1,0
6139,19,48,47,0,0,47,0.19,0,1,0,0,0
4564,28,32,31,5,1,25,3.84,12,1,0,0,1
4971,17,14,13,3,1,9,3.29,16,5,1,0,1
5541,24,10,9,5,0,4,10.4,20,5,0,1,1
4289,15,8,7,7,0,0,11.2,18,1,0,1,1
6253,1,25,24,2,0,22,3.58,9,3,1,1,0
6487,20,9,8,4,3,1,3.85,11,3,3,0,1
4840,22,24,23,4,2,17,3.55,2,0,0,1,1
4540,1,6,5,5,0,0,6.67,2,3,3,1,0
5090,19,3,2,2,0,0,5.79,0,4,2,0,1
6917,14,28,27,0,3,24,1.23,0,5,0,1,1
3025,26,6,5,2,1,2,9.56,5,0,0,1,1
4534,18,31,30,5,1,24,4.63,13,0,0,1,0
3262,4,42,41,2,1,38,8.66,15,3,3,1,1
6522,16,48,47,2,2,43,1.11,13,0,0,1,0
3192,8,34,33,6,1,26,10.74,16,5,3,1,1
4904,4,20,19,2,0,17,10.04,1,0,0,1,0
4612,16,44,43,0,2,41,0.46,0,2,2,1,0
4212,10,23,22,7,1,14,9.55,1,2,1,1,1
4495,8,10,9,3,2,4,10.69,10,5,3,1,1
6409,28,8,7,4,0,3,11.79,4,2,0,1,0
3796,9,3,2,0,0,2,0.58,0,5,1,1,1
4676,7,45,44,6,2,36,5.34,7,5,3,1,1
6489,23,35,34,3,2,29,1.48,11,4,1,1,1
6673,7,13,12,7,3,2,3.39,8,1,1,1,1
5318,13,45,44,5,2,37,4.25,4,5,2,0,1
3038,5,35,34,7,3,24,4.94,18,1,0,1,1
4083,7,18,17,7,3,7,7.71,18,2,0,0,1
6166,17,25,24,2,2,20,9.66,6,2,2,0,1
4594,28,3,2,0,1,1,0.48,0,3,2,0,0
5594,17,8,7,3,0,4,7.23,17,0,0,1,0
